"REF_DATE","GEO","Persons.in.low.income","Low.income.lines","Statistics","UOM","SCALAR_FACTOR","VALUE","STATUS"
2018,"Québec, Quebec","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",32.8,"E"
2018,"Québec, Quebec","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",23.3,"E"
2018,"Québec, Quebec","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",20.2,"E"
2018,"Québec, Quebec","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.6,"E"
2018,"Montréal, Quebec","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"C"
2018,"Montréal, Quebec","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13,"E"
2018,"Montréal, Quebec","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"C"
2018,"Montréal, Quebec","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",17.9,"D"
2018,"Montréal, Quebec","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",12.2,"C"
2018,"Montréal, Quebec","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"E"
2018,"Montréal, Quebec","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.2,"D"
2018,"Montréal, Quebec","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",11.5,"E"
2018,"Montréal, Quebec","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",15.2,"C"
2018,"Montréal, Quebec","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"E"
2018,"Montréal, Quebec","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"D"
2018,"Montréal, Quebec","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",23.1,"D"
2018,"Montréal, Quebec","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.7,"D"
2018,"Montréal, Quebec","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.8,"D"
2018,"Montréal, Quebec","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"D"
2018,"Montréal, Quebec","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.8,"E"
2018,"Montréal, Quebec","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.4,"E"
2018,"Montréal, Quebec","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.2,"E"
2018,"Montréal, Quebec","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"E"
2018,"Montréal, Quebec","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",8.8,"E"
2018,"Montréal, Quebec","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",48.7,"E"
2018,"Montréal, Quebec","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2018,"Montréal, Quebec","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.2,"D"
2018,"Montréal, Quebec","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.2,"D"
2018,"Montréal, Quebec","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.2,"D"
2018,"Montréal, Quebec","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.9,"C"
2018,"Montréal, Quebec","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.2,"D"
2018,"Montréal, Quebec","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",34.4,"D"
2018,"Montréal, Quebec","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",41,"D"
2018,"Montréal, Quebec","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35,"E"
2018,"Montréal, Quebec","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",43.4,"D"
2018,"Montréal, Quebec","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.7,"D"
2018,"Montréal, Quebec","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.6,"D"
2018,"Montréal, Quebec","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.3,"D"
2018,"Ottawa-Gatineau, Ontario/Quebec","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"D"
2018,"Ottawa-Gatineau, Ontario/Quebec","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.3,"E"
2018,"Ottawa-Gatineau, Ontario/Quebec","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.9,"D"
2018,"Ottawa-Gatineau, Ontario/Quebec","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"D"
2018,"Ottawa-Gatineau, Ontario/Quebec","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"D"
2018,"Ottawa-Gatineau, Ontario/Quebec","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",11.3,"E"
2018,"Ottawa-Gatineau, Ontario/Quebec","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2018,"Ottawa-Gatineau, Ontario/Quebec","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"E"
